num,t,x,y,z,qx,qy,qz,qw
11,1670403902.235281229,64.393253256515791,66.483233094665749,38.514334105006881,0.289019760011319,0.956543598228710,-0.018788172343168,-0.033748001284148
12,1670403902.337636471,64.383249972267862,66.493870339069517,38.512803681220674,0.275408127594563,0.960689260088585,-0.017393941235345,-0.030396703992468
13,1670403902.437954426,64.371394049143646,66.508332192084481,38.508820654002115,0.258275773899698,0.965548475007861,-0.016707929670505,-0.027029837451065
14,1670403902.539996862,64.358648786197151,66.527158869126950,38.500871656684581,0.239825915908675,0.970359669968292,-0.019892976648593,-0.022133920521470
15,1670403902.639758587,64.341268275786661,66.548332634748107,38.494926599635782,0.232753934456242,0.972085599032241,-0.024411038528306,-0.016712131738313
16,1670403902.741190195,64.316002925875821,66.572396255380966,38.490300492440774,0.230134474781747,0.972662020909294,-0.028135980519886,-0.013231900761475
17,1670403902.842772484,64.278334615516840,66.594002240901915,38.481712612284525,0.220820746693962,0.974605289376524,-0.035283685759554,-0.011738367350042
18,1670403902.944387436,64.227714807698234,66.609690458269341,38.474484338098570,0.223855865922754,0.973886192256111,-0.035873440674442,-0.012138042636497
19,1670403903.043545961,64.170295189146813,66.620161542966287,38.476308941939934,0.233962458831403,0.971487435641714,-0.034127333321450,-0.017579970654640
20,1670403903.144976377,64.107629776649048,66.631512687297160,38.489763942856229,0.243382796929462,0.968681354346741,-0.039988699217455,-0.028673190172228
21,1670403903.244175673,64.039870002300688,66.641238053814632,38.496301171816164,0.242323555249899,0.968539628913473,-0.045541600666789,-0.033708224573653
22,1670403903.334667683,63.971971502418604,66.653052819825490,38.498500124051567,0.239545701522957,0.969383499351857,-0.044860815036763,-0.030016584423611
23,1670403903.434515715,63.891480393480414,66.669401609182742,38.494657234141414,0.235951393469697,0.970493294720967,-0.044277834884508,-0.022564976385782
24,1670403903.534217358,63.807846222733325,66.684976097521798,38.482576310650778,0.219556368521136,0.974431081140159,-0.043979198458344,-0.018571463399358
25,1670403903.634661674,63.718795041128367,66.699643447307409,38.469242558516953,0.202721847140937,0.978434645111214,-0.035481238012496,-0.017623271176477
26,1670403903.735729456,63.625412117907175,66.717206103407818,38.470025981261585,0.178293667256497,0.983376767651425,-0.025730248832225,-0.022791563235019
27,1670403903.838058472,63.530533653473256,66.740475414712733,38.488398479162989,0.142841107356032,0.988948798861967,-0.018178936941723,-0.035301806334004
28,1670403903.938940287,63.432676293741494,66.763701535909362,38.501286558196547,0.118469787482643,0.992188322915052,-0.014232227471527,-0.036396222689082
29,1670403904.043296099,63.328253742130102,66.790393304685139,38.508751668106754,0.107172408859390,0.993665780969611,-0.012115231903209,-0.031553314647759
30,1670403904.144692659,63.220892390670699,66.818746082458617,38.500177559462564,0.100600915447997,0.994535660919860,-0.011401402243918,-0.025461402094049
31,1670403904.246114492,63.103667268804926,66.851108988068120,38.482969302783495,0.112218876376769,0.993418744555696,-0.013739548346168,-0.018366996525382
32,1670403904.337198257,62.988580586580461,66.878379596428530,38.479101499438222,0.119523631729217,0.992600088142774,-0.016539772953924,-0.013623596729520
33,1670403904.435706377,62.859452170492261,66.906738027044639,38.501625937657899,0.131906587756443,0.990942972097838,-0.022773319633452,-0.010679609975469
34,1670403904.536120892,62.731273070211941,66.927505416452391,38.521142661246628,0.133370653423968,0.990709668900818,-0.026531349051653,-0.001645681984897
35,1670403904.635303974,62.611236322401261,66.948259820281976,38.535132990392356,0.148761842811158,0.988549286675061,-0.024452702212229,0.006502867996205
36,1670403904.734877586,62.494780271131376,66.970021939963715,38.532346805897269,0.149357341921861,0.988479111897197,-0.023293129698298,0.007672018366980
37,1670403904.834144115,62.378702591002806,66.992439865965750,38.521162653458369,0.138860604087208,0.990069060248273,-0.021477870235232,0.004437303437403
38,1670403904.934996605,62.253141034138885,67.021381561293140,38.535104437529505,0.129715725365796,0.991367054059665,-0.018891852679807,-0.002879690992287
39,1670403905.034477711,62.121298075968440,67.051923955635843,38.567219021168057,0.117701413994040,0.992886519102760,-0.017928402407016,-0.001144427778439
40,1670403905.134289503,61.990219081920699,67.077038441867828,38.588820407646978,0.106642546317729,0.994033476904062,-0.020232743923245,0.010744774647700
41,1670403905.235293150,61.860726694534364,67.095776902763120,38.592624135875447,0.090817245659867,0.995511363631887,-0.018747915001262,0.018917411388526
42,1670403905.337279320,61.730260027121140,67.110505764840312,38.580376416499711,0.088207660295221,0.995641166551368,-0.019504329932499,0.023187437274504
43,1670403905.438202381,61.593718286872068,67.121189249463200,38.574952926680496,0.083766810327688,0.995911951653068,-0.022612487229340,0.025123325086556
44,1670403905.537916660,61.450957221067718,67.136594129510485,38.604555977173916,0.085075991625494,0.995428435868113,-0.032406202305660,0.028881529845646
45,1670403905.637081623,61.314489761799209,67.146141097352881,38.630630740492272,0.080285077270971,0.995336676006636,-0.036631103126832,0.038953434346239
46,1670403905.737135649,61.186923423826087,67.156190083104818,38.645844851254637,0.091380421619211,0.994157595278383,-0.034573461157371,0.045879952905352
47,1670403905.837088585,61.065372127317666,67.166335815562931,38.644109605037173,0.084544166136121,0.994834636910113,-0.031648483534038,0.046418774932852
48,1670403905.936576605,60.950905139606590,67.180018020838020,38.633698009850725,0.073248446521829,0.996340049060127,-0.029344625158910,0.032864337742996
49,1670403906.036744595,60.831029311389749,67.201912733554607,38.648847718486039,0.059892187901420,0.997736188548139,-0.027850115382031,0.012641003244288
50,1670403906.136487484,60.704919743652205,67.224830778366623,38.680052339658182,0.057939737971113,0.997871358391633,-0.028605864195983,0.008800193127287
51,1670403906.236386538,60.582104942877386,67.242321997080083,38.703283270893522,0.048530449279238,0.998343711501680,-0.030183743025772,0.006600822279140
52,1670403906.335942030,60.460732389466138,67.253044900353729,38.699983231161092,0.051330222575121,0.998391437354973,-0.023720697729675,0.004132138172572
53,1670403906.437037468,60.329887202523047,67.262706434488635,38.684227581118130,0.070879528374252,0.997332191898894,-0.017374563003117,0.001648035206421
54,1670403906.537658215,60.191364895073413,67.271871858825605,38.687938201374841,0.085853526790954,0.996142495102732,-0.017071612528366,-0.006153164530565
55,1670403906.639378548,60.047199255188431,67.283446898087547,38.717686271843391,0.092724956362786,0.995325736917821,-0.025172891741389,-0.009751175205703
56,1670403906.738770485,59.911481364103544,67.295186022780044,38.742594582375958,0.094159737680569,0.995161563017306,-0.027999399878213,-0.001854966128713
57,1670403906.838300943,59.781958505226235,67.311067202176602,38.746959753278830,0.100545437220859,0.994422320650070,-0.031849507230988,-0.000687121632868
58,1670403906.939903259,59.652231323717594,67.328692091402075,38.727610488066809,0.087242121269662,0.995420475791864,-0.038816328551052,-0.004492358899994
59,1670403907.041257858,59.520681451109738,67.349732601016512,38.717039148552118,0.083248154113124,0.995763969573337,-0.036216657028652,-0.014567617855291
60,1670403907.141561031,59.380297790829772,67.376194649231351,38.747657734563909,0.079608398998901,0.996031273088333,-0.033105514205405,-0.022095944606686
61,1670403907.240820169,59.237919285009021,67.394256093640266,38.773668817720804,0.077802443503991,0.996398203987961,-0.030066415262978,-0.015277746810613
62,1670403907.342216730,59.096333625896754,67.404740099120346,38.783149993243889,0.072800585247600,0.996945152993018,-0.027121588967031,-0.008053329947167
63,1670403907.441687346,58.959968093778564,67.411515352926045,38.769993701433116,0.074749493863005,0.996982380675055,-0.020138114613731,-0.005753445100847
64,1670403907.541779280,58.822912675946107,67.417148781491335,38.756004502415827,0.077240306704433,0.996802674230321,-0.016443700465378,-0.012164225519605
65,1670403907.642178059,58.685100671484591,67.426620074647985,38.771873751234494,0.082433995096446,0.995956773199053,-0.022339817145468,-0.027850941479162
66,1670403907.742189884,58.547420958933628,67.438110174195018,38.798457562805908,0.083066386520382,0.995618678784518,-0.028106862765701,-0.032456527098359
67,1670403907.842615604,58.413366003871744,67.456609808233367,38.817385733021894,0.104172951357450,0.993658626864244,-0.030261809838787,-0.029576212215631
68,1670403907.941835403,58.280650005128663,67.475529724389133,38.807725871885282,0.098066118557470,0.994034620777534,-0.036145984085996,-0.031171732726811
69,1670403908.041197062,58.145800211282683,67.494915161169843,38.787117619002153,0.086223598879912,0.994845043723515,-0.039822647809241,-0.035538524116996
70,1670403908.141256094,58.007120267848798,67.520550724342243,38.797415336549435,0.085381852189566,0.994479430668428,-0.040637401020866,-0.045488492306825
71,1670403908.241136312,57.862569757208469,67.542748272959599,38.826543225791482,0.070860560382838,0.995434282381624,-0.042702403582982,-0.047601209751944
72,1670403908.340474606,57.718452042245275,67.557913937436297,38.849561392499709,0.066820302089124,0.996225298446869,-0.040787980986039,-0.037503900733759
73,1670403908.440685987,57.572657513805346,67.568175855039115,38.846012606213506,0.061635332693701,0.997071877322194,-0.034983143955096,-0.028721714014836
74,1670403908.541559696,57.428464703005432,67.579760792696788,38.825451722508312,0.074094292569178,0.996269012375407,-0.035477770919360,-0.026446522640936
75,1670403908.641608000,57.287638675066852,67.590356974013389,38.827316493342664,0.076177444027172,0.995869938006403,-0.037461561090362,-0.032197748947444
76,1670403908.741758108,57.149654376452901,67.599834230015119,38.853569520788014,0.089803235532704,0.994123836592167,-0.041534064713775,-0.043910111312551
77,1670403908.842465878,57.010013984239301,67.608436660538786,38.876123327780839,0.103137977361356,0.993177404722635,-0.037861877077436,-0.039085529782685
78,1670403908.940834045,56.872283920592217,67.623614212242543,38.878294676216150,0.118179414817340,0.991758492177606,-0.036147390292002,-0.033794752286566
79,1670403909.041808605,56.728865811980640,67.641007686789365,38.859088897676358,0.108294705466851,0.992933631358732,-0.037950990597408,-0.030245376461277
80,1670403909.141402960,56.585511487140472,67.662041144396525,38.855265102392103,0.103236797917988,0.993547835089855,-0.034452933534224,-0.031903891843937
81,1670403909.242267132,56.434458673841227,67.689955687238140,38.891790142231322,0.101157724282764,0.993911294721239,-0.032177635481051,-0.029530540434121
82,1670403909.340456247,56.292103666159150,67.711373106764910,38.918921631514017,0.097482204379790,0.994625734233397,-0.028581565855290,-0.019999068058113
83,1670403909.437193394,56.161557929987502,67.727737521122322,38.926997741715795,0.088056211413492,0.995590702849743,-0.028453309417669,-0.015351391267205
84,1670403909.535980463,56.029943336034734,67.740953387105819,38.913431861720561,0.081691924752884,0.996255225647619,-0.022654397958736,-0.016992146806914
85,1670403909.636315823,55.893639961137382,67.752893004849838,38.895810183283778,0.088261547213581,0.995506458940078,-0.024530602776881,-0.023979971214612
86,1670403909.737745762,55.754813205850247,67.764837244846859,38.906230220367007,0.100938091936558,0.993583270237191,-0.029706216140775,-0.041488883132394
87,1670403909.837008715,55.614051596871185,67.773882692514817,38.926169266543688,0.105843563149443,0.992904475244365,-0.028362193512924,-0.046189058863310
88,1670403909.936903238,55.468215708292526,67.789125484598387,38.943486710369825,0.128142223597860,0.990703440546006,-0.025793900941226,-0.037695332548429
89,1670403910.036591053,55.319257969349003,67.807031196303299,38.933219092793557,0.125829552649927,0.991203403549768,-0.029156874249085,-0.028855036913809
90,1670403910.135825157,55.170628524703950,67.827524652713166,38.910477870082261,0.110858707423491,0.993173400865426,-0.028264799601396,-0.022760577876883
91,1670403910.236249208,55.015772488924732,67.855375089670460,38.918261360224783,0.105778782899972,0.993720496055004,-0.028308187505849,-0.023001550567984
92,1670403910.336616516,54.856229299967900,67.884517783508130,38.949311217011427,0.103168342502613,0.994207086735513,-0.027172020226386,-0.013047724206374
93,1670403910.437801838,54.710211103916812,67.906535491592919,38.970234527466701,0.095360058904543,0.994959899985359,-0.030683666958849,-0.004446253344607
94,1670403910.538542747,54.574997632133638,67.920629738335180,38.970308872359212,0.079580254866792,0.996321565338092,-0.031096804250090,-0.006581051817361
95,1670403910.638333082,54.440325452613557,67.931373090125817,38.954167358530320,0.082443092602036,0.996084647343063,-0.028509516744242,-0.014342916881401
96,1670403910.738546610,54.299978226736947,67.940105623247831,38.955210570311642,0.087816624557776,0.995282515418099,-0.030972022959057,-0.027233963136558
97,1670403910.838752985,54.152486559674607,67.954373921430673,38.986303075704306,0.092673924377415,0.994551364698445,-0.036617858938021,-0.030631015715188
98,1670403910.938284636,54.010837513366567,67.972307361205381,39.008152116190516,0.095812289937734,0.994390620381686,-0.038375619730783,-0.023121656603523
99,1670403911.039107561,53.874246749740898,67.994880366702390,39.004043786631428,0.107711218320068,0.993040786002373,-0.042905342843767,-0.020674195008615
100,1670403911.138732195,53.740780634979849,68.018360942785478,38.980284070148436,0.095875112194557,0.994046733905307,-0.046038477406130,-0.023654011752743
101,1670403911.237804174,53.607183261012693,68.046292769335878,38.974962663415148,0.093415949049890,0.993932199322412,-0.047200056876349,-0.033828955705001
102,1670403911.337306499,53.466942134936794,68.077271466652164,39.005169486694733,0.082109956319455,0.994500552754153,-0.047717059449823,-0.044155270153891
103,1670403911.436992168,53.324232605386953,68.100618332007073,39.032875220467311,0.075184610057905,0.995574641880333,-0.041967142490078,-0.037645262736576
104,1670403911.538462877,53.180863429875494,68.119828716837858,39.041792120759517,0.067666036672601,0.996548829398340,-0.036799207641378,-0.030944408586816
105,1670403911.638382435,53.040290058944137,68.140320897733162,39.023459699313719,0.078087868541160,0.996142839048899,-0.029690471846096,-0.026836633169103
106,1670403911.739187002,52.894255354523104,68.161895795014289,39.010315389045005,0.089300565229937,0.995320018743882,-0.027530278394288,-0.024607988719627
107,1670403911.839608669,52.749026777992633,68.183366919650709,39.036054112105930,0.095900757743247,0.994491850972825,-0.028639032012222,-0.031125694503404
108,1670403911.938638926,52.608908281695591,68.202977123454360,39.059219659389584,0.106303728431541,0.993509836340021,-0.030208126160295,-0.026929380443348
109,1670403912.039478064,52.473572026785988,68.235572916891371,39.069401328216991,0.129931279902089,0.990829063679937,-0.031446381420992,-0.019666066349679
110,1670403912.138594389,52.341731999954035,68.271933286566920,39.055393421983162,0.124146434913414,0.991156930736208,-0.042701752086378,-0.019291493478309
111,1670403912.238222599,52.206690219194485,68.307887642407266,39.035051306989956,0.115845184385567,0.991840446430619,-0.047710462503508,-0.023582490256250
112,1670403912.339219093,52.062603987575372,68.344097706433686,39.051163501523639,0.113283568570300,0.991912479647981,-0.047149183897958,-0.032456436469941
113,1670403912.439648151,51.908031177658174,68.371392750539215,39.085605500554806,0.101248458758545,0.993350629194744,-0.046367262643923,-0.029212224022389
114,1670403912.541071892,51.753708807243321,68.388724933882202,39.107597892415072,0.092308717776473,0.994676662930286,-0.042672906003915,-0.016627084456226
115,1670403912.640828371,51.605566763409435,68.400184188378617,39.103175434479887,0.079436938403445,0.996336370010185,-0.030194995558469,-0.009585032876218
116,1670403912.740355015,51.460893321288033,68.414580399196339,39.084054608197640,0.090947815553524,0.995537982679700,-0.023311926766486,-0.009443196413847
117,1670403912.839831352,51.313120710027924,68.433320006888124,39.091144710191926,0.094899714195650,0.995069716323518,-0.023367884202708,-0.016859593390902
118,1670403912.941161156,51.159081438680040,68.456452053270780,39.120924370102259,0.097964792266356,0.994583578275219,-0.029892474096073,-0.017687433219293
119,1670403913.040448904,51.015706783640042,68.483191418458915,39.139649950369531,0.113863612503382,0.993043396416931,-0.028875676535115,-0.008129322545324
120,1670403913.140846014,50.875364471886691,68.516418494318444,39.132472470037506,0.125053516397264,0.991499331255195,-0.035538512823763,-0.005263863928327
121,1670403913.238655806,50.738501681617265,68.550987403582852,39.110534781461197,0.108834721359405,0.993212086016419,-0.040492375616793,-0.006717375562210
122,1670403913.339352131,50.593103824501647,68.589315767498462,39.118341328020861,0.108170318741535,0.993089263458709,-0.043083085382838,-0.014722251875581
123,1670403913.440005064,50.440795626573752,68.624199258610432,39.154870467897254,0.106911905553257,0.993321330483429,-0.041130385821484,-0.013815578879615
124,1670403913.540867567,50.291838265437498,68.649660549913889,39.175309049578303,0.099431224524453,0.994187624240743,-0.040801040496906,-0.006298768965756
125,1670403913.641034842,50.145438262776878,68.668258100509036,39.172918980450838,0.080077043802034,0.996069182233508,-0.037823271532341,-0.001803161442620
126,1670403913.741673470,49.994219613288635,68.685285190017950,39.154664217779512,0.087045009953055,0.995600807246047,-0.034656357929447,-0.001065696184606
127,1670403913.843374014,49.835581209765436,68.703829560705600,39.158682690728796,0.096524903872836,0.994760264866594,-0.033431988041155,-0.004154581868151
128,1670403913.945978403,49.675125044688627,68.727163144988452,39.190232591725184,0.104511840059198,0.993761351251023,-0.038349750796179,-0.006704376261209
129,1670403914.037181616,49.540558407462633,68.751604682995932,39.211591589208872,0.119353317034557,0.992101857690237,-0.038583478350977,-0.000069848185491
130,1670403914.135440350,49.402406635771250,68.782142678799801,39.212374949051899,0.137352349433491,0.989518985088932,-0.044548808673765,0.001383437536691
131,1670403914.236423492,49.261585563945943,68.811373202073753,39.194382783273298,0.125850669510200,0.990811268892481,-0.049323966619614,-0.004667412175274
132,1670403914.334171534,49.121055224504381,68.840451866283487,39.195724877172914,0.123292316592534,0.991106374066308,-0.048141985625816,-0.013766233122634
133,1670403914.436766148,48.962213947987294,68.872534181551543,39.233010174714366,0.117763117966428,0.991843000344579,-0.046675223586634,-0.014168070349415
134,1670403914.535979509,48.813147112870958,68.894061580922781,39.259992156883456,0.106217338878896,0.993245696610293,-0.046274670038209,-0.006286334343142
135,1670403914.636962175,48.668487449197372,68.907474201187526,39.266392422763126,0.083504357422742,0.995507518426707,-0.044228685366115,-0.005968788662752
136,1670403914.737141609,48.527134987326065,68.913790079611871,39.251964383802779,0.078276052323706,0.996070999586748,-0.039925864113442,-0.011015842667142
137,1670403914.835972548,48.384375484074447,68.917105892556052,39.248285291562922,0.086145258873178,0.995557865237481,-0.032416746645944,-0.019816303246464
138,1670403914.937610388,48.237550753546131,68.924429194335687,39.271707409180372,0.093913726014998,0.994487956731884,-0.031382766909086,-0.034482429182882
